id,title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
ts300399,Five Came Back: The Reference Films,SHOW,1945,TV-MA,51,['documentation'],['US'],1,,,,0.6,
tm84618,Taxi Driver,MOVIE,1976,R,114,"['drama', 'crime']",['US'],,tt0075314,8.2,808582,40.965,8.179
tm154986,Deliverance,MOVIE,1972,R,109,"['drama', 'action', 'thriller', 'european']",['US'],,tt0068473,7.7,107673,10.01,7.3
tm127384,Monty Python and the Holy Grail,MOVIE,1975,PG,91,"['fantasy', 'action', 'comedy']",['GB'],,tt0071853,8.2,534486,15.461,7.811
tm120801,The Dirty Dozen,MOVIE,1967,,150,"['war', 'action']","['GB', 'US']",,tt0061578,7.7,72662,20.398,7.6
ts22164,Monty Python's Flying Circus,SHOW,1969,TV-14,30,"['comedy', 'european']",['GB'],4,tt0063929,8.8,73424,17.617,8.306
tm70993,Life of Brian,MOVIE,1979,R,94,['comedy'],['GB'],,tt0079470,8,395024,17.77,7.8
tm14873,Dirty Harry,MOVIE,1971,R,102,"['thriller', 'action', 'crime']",['US'],,tt0066999,7.7,155051,12.817,7.5
tm119281,Bonnie and Clyde,MOVIE,1967,R,110,"['crime', 'drama', 'action']",['US'],,tt0061418,7.7,112048,15.687,7.5
tm98978,The Blue Lagoon,MOVIE,1980,R,104,"['romance', 'action', 'drama']",['US'],,tt0080453,5.8,69844,50.324,6.156
tm44204,The Guns of Navarone,MOVIE,1961,,158,"['action', 'drama', 'war']","['GB', 'US']",,tt0054953,7.5,50748,13.844,7.3
tm67378,The Professionals,MOVIE,1966,PG-13,117,"['western', 'action', 'european']",['US'],,tt0060862,7.3,16446,13.123,7.1
tm69997,Richard Pryor: Live in Concert,MOVIE,1979,R,78,"['comedy', 'documentation']",['US'],,tt0079807,8.1,5141,4.718,7.5
tm16479,White Christmas,MOVIE,1954,,115,"['romance', 'comedy']",['US'],,tt0047673,7.5,42488,8.915,7.2
tm135083,Cairo Station,MOVIE,1958,,77,"['drama', 'crime', 'comedy']",['EG'],,tt0051390,7.5,4471,5.546,7.3
tm89386,Hitler: A Career,MOVIE,1977,PG,150,"['history', 'documentation', 'european']",['DE'],,tt0191182,7.5,2460,4.305,7.3
tm156453,FTA,MOVIE,1972,R,97,"['war', 'documentation', 'music', 'comedy']",['US'],,tt0068562,6.2,418,1.268,6.1
tm14350,Alexandria… Why?,MOVIE,1979,,133,['drama'],['EG'],,tt0077751,7.2,1727,1.37,6
tm81728,The Land,MOVIE,1969,,129,['drama'],['EG'],,tt0064038,8.1,1958,1.265,8.5
tm94651,Dostana,MOVIE,1980,,161,"['drama', 'comedy', 'crime', 'romance', 'action']",['IN'],,tt0080653,2.1,25,3.98,4.9
tm27298,Saladin the Victorious,MOVIE,1963,,186,"['action', 'drama', 'war', 'history', 'romance']",['EG'],,tt0057357,7.6,2508,4.156,7.1
tm100027,Alibaba Aur 40 Chor,MOVIE,1979,,146,"['drama', 'romance', 'action', 'fantasy', 'family']","['SU', 'IN']",,tt0079749,6.2,565,2.582,6.8
tm19608,The Blazing Sun,MOVIE,1954,,100,"['crime', 'romance', 'drama']",['EG'],,tt0047500,7.4,1219,2.184,7
tm204541,Dark Waters,MOVIE,1956,,120,"['action', 'drama', 'romance', 'thriller']",['EG'],,tt0049761,6.7,610,0.849,5.9
tm259855,We Are All for the Fatherland,MOVIE,1979,,74,['documentation'],"['LB', 'CA', 'FR']",,tt0170799,6.1,47,0.6,5.2
tm356209,Singapore,MOVIE,1960,,158,"['drama', 'thriller', 'crime']",['IN'],,tt0268639,6.4,84,0.792,6.3
ts45948,Monty Python's Fliegender Zirkus,SHOW,1972,TV-MA,43,['comedy'],[],1,tt0202477,8.1,2151,1.487,7
tm200475,"Beirut, Oh Beirut",MOVIE,1975,,110,['drama'],['LB'],,tt0169599,6.4,108,1.025,7.2
tm90896,The Return of the Prodigal Son,MOVIE,1976,,124,"['music', 'drama', 'crime']","['DZ', 'EG']",,tt0074168,7.2,780,1.858,5.3
tm336403,Khoon Khoon,MOVIE,1973,,131,"['crime', 'thriller']",['IN'],,tt0230412,5.1,41,1.948,3.8
tm107372,Manoranjan,MOVIE,1974,,162,"['romance', 'drama', 'comedy']",['IN'],,tt0071811,6.5,237,1.532,5.3
tm358653,Ujala,MOVIE,1959,,142,"['romance', 'crime', 'drama']",['IN'],,tt0157132,6.6,78,0.84,6
tm259684,Whispers,MOVIE,1980,,93,['documentation'],"['CA', 'FR', 'LB']",,tt0170803,7.8,78,0.6,5
tm403346,Chadi Jawani Budhe Nu,MOVIE,1976,,135,['romance'],['IN'],,tt3290368,4.6,14,0.62,6
tm16812,Bandie,MOVIE,1978,,141,"['drama', 'action', 'romance']",['IN'],,tt1219315,4.4,35,1.166,6
ts20681,Seinfeld,SHOW,1989,TV-PG,24,['comedy'],['US'],9,tt0098904,8.9,308824,130.213,8.301
tm155787,GoodFellas,MOVIE,1990,R,145,"['drama', 'crime']",['US'],,tt0099685,8.7,1131681,50.387,8.463
tm22327,Full Metal Jacket,MOVIE,1987,R,117,"['war', 'drama']","['US', 'GB']",,tt0093058,8.3,729274,32.937,8.1
tm180542,Once Upon a Time in America,MOVIE,1984,R,139,"['crime', 'drama', 'european']","['US', 'IT']",,tt0087843,8.3,345714,28.937,8.453
tm138875,When Harry Met Sally...,MOVIE,1989,R,96,"['comedy', 'romance', 'drama']",['US'],,tt0098635,7.7,216199,15.123,7.4
tm2386,A Nightmare on Elm Street,MOVIE,1984,R,91,['horror'],"['GB', 'US']",,tt0087800,7.4,234068,48.358,7.3
tm133087,Steel Magnolias,MOVIE,1989,PG,119,"['comedy', 'drama', 'romance']",['US'],,tt0098384,7.3,54946,11.69,7.2
tm177480,Police Academy,MOVIE,1984,R,97,"['crime', 'comedy']",['US'],,tt0087928,6.7,124881,25.533,6.6
tm54450,Christine,MOVIE,1983,R,110,"['horror', 'thriller', 'european']",['US'],,tt0085333,6.7,81922,23.418,6.8
ts22082,Knight Rider,SHOW,1982,TV-PG,51,"['scifi', 'action', 'crime', 'drama']",['US'],4,tt0083437,6.9,34115,50.267,7.5
ts21715,Thomas & Friends,SHOW,1984,TV-Y,10,"['animation', 'family', 'comedy', 'fantasy', 'drama', 'action', 'music']",['GB'],24,tt0086815,6.5,5104,42.196,6.5
ts20678,Saved by the Bell,SHOW,1989,TV-G,23,"['family', 'comedy', 'romance']",['US'],5,tt0096694,7.1,35034,19.855,8
tm145608,Awakenings,MOVIE,1990,PG-13,120,"['drama', 'european']",['US'],,tt0099077,7.8,139240,12.23,7.8
ts25028,Wheel of Fortune,SHOW,1983,TV-G,26,['family'],['US'],39,tt0072584,6.7,3145,5.935,6.8
tm147710,National Lampoon's Christmas Vacation,MOVIE,1989,PG-13,97,"['comedy', 'european']",['US'],,tt0097958,7.5,185760,18.862,7.2
tm142895,Lean On Me,MOVIE,1989,PG-13,105,['drama'],['US'],,tt0097722,7.4,20680,19.449,7.3
tm20712,Eddie Murphy Raw,MOVIE,1987,R,90,"['comedy', 'documentation']",['US'],,tt0092948,7.6,19757,7.992,7.3
tm117580,She's Gotta Have It,MOVIE,1986,R,84,"['romance', 'comedy']",['US'],,tt0091939,6.7,14472,7.416,6.707
ts23753,Major Dad,SHOW,1989,TV-PG,24,"['comedy', 'family']",['US'],4,tt0096643,6.5,2922,9.849,6.5
tm130586,Endless Love,MOVIE,1981,R,116,"['romance', 'drama']",['US'],,tt0082329,4.9,8524,19.116,5.7
ts987,Danger Mouse,SHOW,1981,TV-Y,14,"['animation', 'comedy', 'family', 'scifi', 'european']",['GB'],10,tt0081848,7.4,3545,8.55,7.5
tm721687,Vaashi,MOVIE,1983,,123,"['drama', 'thriller']",['IN'],,tt13913068,6.7,388,3.79,
tm40103,Mobile Suit Gundam: Char's Counterattack,MOVIE,1988,,119,"['scifi', 'animation', 'action', 'drama', 'war']",['JP'],,tt0095262,7.3,1693,8.092,6.7
tm125985,Mobile Suit Gundam II: Soldiers of Sorrow,MOVIE,1981,,133,"['animation', 'scifi', 'action', 'drama', 'war']",['JP'],,tt0159510,7.2,1274,13.125,7.2
ts2760,Fireman Sam,SHOW,1987,TV-Y,10,"['animation', 'comedy', 'family', 'crime', 'european']",['GB'],13,tt0329829,6.1,1785,37.647,7.2
tm21953,Sam Kinison: Breaking the Rules,MOVIE,1987,R,50,"['comedy', 'documentation']",['US'],,tt0307403,7.2,660,1.843,7.2
tm126769,Waiting for the Hearse,MOVIE,1985,,87,['comedy'],['AR'],,tt0089108,8,6399,7.81,8.1
tm152839,Tim Allen: Men Are Pigs,MOVIE,1990,,30,"['comedy', 'documentation']",['US'],,tt0259057,6.1,360,2.482,6.3
tm49037,Mobile Suit Gundam III: Encounters in Space,MOVIE,1982,,144,"['action', 'drama', 'war', 'animation', 'scifi']",['JP'],,tt0159511,7.6,1236,12.741,7.5
tm62924,Monty Python Live at the Hollywood Bowl,MOVIE,1982,R,81,"['comedy', 'documentation']",['GB'],,tt0084352,7.9,15230,6.833,7.4
tm52815,Disco Dancer,MOVIE,1982,,106,"['drama', 'romance']",['IN'],,tt0208903,6.4,1476,7.879,5.3
tm159912,Agneepath,MOVIE,1990,,174,"['drama', 'action', 'crime']",['IN'],,tt0098999,7.6,8947,4.062,6.5
tm133914,Parrot Sketch Not Included: Twenty Years of Monty Python,MOVIE,1989,,72,['comedy'],['GB'],,tt0213984,8.1,1522,1.801,6.9
tm38736,Too Young The Hero,MOVIE,1988,,100,"['drama', 'war']",['US'],,tt0096286,6.7,502,1.485,6.2
tm51083,A Stoning in Fulham County,MOVIE,1988,,120,"['thriller', 'crime', 'drama']",['US'],,tt0096179,5.9,387,1.01,5.8
tm137013,The Ryan White Story,MOVIE,1989,,102,['drama'],['US'],,tt0098237,7.2,863,1.981,5.9
tm157603,Dil,MOVIE,1990,,172,"['drama', 'comedy', 'romance']",['IN'],,tt0099429,6.6,5316,3.992,6.5
tm258072,Adam: His Song Continues,MOVIE,1986,,100,"['crime', 'drama']",['US'],,tt0090589,7,212,1.603,7
tm114356,The George McKenna Story,MOVIE,1988,,100,['drama'],['US'],,tt0091106,6,921,2.296,6.1
tm157853,In Defense of a Married Man,MOVIE,1990,,94,"['drama', 'crime']",['US'],,tt0099396,5.6,207,2.444,4.9
tm132164,Bill Hicks: Sane Man,MOVIE,1989,R,80,['comedy'],['US'],,,,,3.377,7.5
tm446654,Mujrim,MOVIE,1989,,162,"['drama', 'action', 'crime']",['IN'],,tt0097926,5.4,197,1.418,6
tm348735,Aakhri Adaalat,MOVIE,1988,,148,"['action', 'crime', 'thriller']",['IN'],,tt0177505,5.1,92,1.374,5
tm151332,"Alexandria, Again and Forever",MOVIE,1989,,105,['drama'],"['FR', 'EG']",,tt0099858,6.5,658,0.817,5.3
tm342996,Duniya,MOVIE,1984,,170,"['action', 'drama']",['IN'],,tt0301231,6.3,245,1.394,
tm24110,Strange Voices,MOVIE,1987,,100,['drama'],['US'],,tt0094052,6.3,360,2.76,6.8
tm371359,Jaal,MOVIE,1986,,159,"['action', 'drama', 'thriller']",['IN'],,tt0239495,5.2,125,3.366,5
tm55091,Quiet Victory: The Charlie Wedemeyer Story,MOVIE,1988,,100,['drama'],['US'],,tt0095945,7.2,144,2.246,8
ts63001,High Risk,SHOW,1988,TV-PG,50,['comedy'],['US'],1,tt5944220,3.8,6,1.4,
tm311264,Muqaddar Ka Faisla,MOVIE,1987,,172,"['action', 'comedy', 'drama', 'family']",['IN'],,tt0239682,4.8,69,2.236,
tm411457,Pyar Ke Do Pal,MOVIE,1986,,125,"['drama', 'action']",['IN'],,tt0358053,6.1,66,1.756,
tm172482,Sohni Mahiwal,MOVIE,1984,,160,"['romance', 'drama', 'action']",['IN'],,tt0170148,6.1,297,6.052,5.8
tm419052,Ek Jaan Hain Hum,MOVIE,1983,,151,"['family', 'romance']",['IN'],,tt0379272,6.3,70,0.986,7
tm47673,An Egyptian Story,MOVIE,1982,,129,"['drama', 'fantasy']",['EG'],,tt0084042,7.3,1126,1.77,6.7
tm52274,The Little Wars,MOVIE,1982,,108,"['war', 'drama', 'european']","['FR', 'LB']",,tt0084492,6.3,152,1.956,5.5
tm147829,Unspeakable Acts,MOVIE,1990,,100,['drama'],['US'],,tt0100848,6.1,464,2.075,5.3
ts20981,Survivor,SHOW,2000,TV-PG,48,['reality'],['US'],42,tt0239195,7.4,24687,54.19,7.4
tm107744,Mission: Impossible,MOVIE,1996,PG-13,110,"['thriller', 'action']",['US'],,tt0117060,7.1,420673,41.115,6.9
ts22176,Stargate SG-1,SHOW,1997,TV-PG,44,"['scifi', 'drama', 'action']","['CA', 'US']",10,tt0118480,8.4,90196,88.851,8.3
tm15897,Se7en,MOVIE,1995,R,127,"['crime', 'thriller', 'drama']",['US'],,tt0114369,8.6,1606270,51.633,8.352
ts21223,Pokémon,SHOW,1997,TV-Y7,22,"['action', 'scifi', 'animation', 'comedy', 'fantasy', 'family']",['JP'],25,tt14053732,7.4,198,115.356,7.633
tm191013,Boogie Nights,MOVIE,1997,R,156,['drama'],['US'],,tt0118749,7.9,261563,20.436,7.6
tm122434,Forrest Gump,MOVIE,1994,PG-13,142,"['drama', 'romance']",['US'],,tt0109830,8.8,2021343,63.449,8.478
tm25947,Snatch,MOVIE,2000,R,103,"['crime', 'comedy']","['US', 'GB']",,tt0208092,8.3,841435,25.203,7.8
tm43808,The Talented Mr. Ripley,MOVIE,1999,R,139,"['thriller', 'drama', 'crime']",['US'],,tt0134119,7.4,207524,13.78,7.2
ts20339,One Piece,SHOW,1999,TV-14,23,"['animation', 'action', 'comedy', 'drama', 'fantasy']",['JP'],21,tt0388629,8.8,117129,143.457,8.764
ts5145,The Challenge,SHOW,1998,TV-14,40,"['reality', 'comedy', 'drama', 'scifi']",['US'],37,tt6274074,7.8,3362,18.075,7.7
tm191110,Titanic,MOVIE,1997,PG-13,194,"['drama', 'romance']",['US'],,tt0120338,7.9,1146825,155.683,7.878
ts34435,Cowboy Bebop,SHOW,1998,TV-14,25,"['animation', 'action', 'scifi', 'western', 'comedy', 'drama', 'thriller']",['JP'],1,tt0213338,8.9,115448,35.402,8.522
tm192037,Starship Troopers,MOVIE,1997,R,129,"['scifi', 'action', 'thriller']",['US'],,tt0120201,7.3,291452,29.5,6.993
tm27395,Mission: Impossible II,MOVIE,2000,PG-13,123,"['thriller', 'action']",['US'],,tt0120755,6.1,337987,29.392,6.1
tm113513,Dumb and Dumber,MOVIE,1994,PG-13,107,['comedy'],['US'],,tt0109686,7.3,379999,31.852,6.6
ts20983,Neon Genesis Evangelion,SHOW,1995,TV-14,24,"['drama', 'scifi', 'animation', 'action', 'fantasy', 'thriller']",['JP'],1,tt0112159,8.5,66629,49.27,8.637
tm192405,Gattaca,MOVIE,1997,PG-13,106,"['scifi', 'thriller', 'romance', 'drama']",['US'],,tt0119177,7.8,300701,17.789,7.553
tm116655,Léon: The Professional,MOVIE,1994,R,111,"['crime', 'drama', 'action', 'thriller', 'european']","['US', 'FR']",,tt0110413,8.5,1137357,51.406,8.323
ts21567,Gilmore Girls,SHOW,2000,TV-14,46,"['comedy', 'drama']",['US'],8,tt0238784,8.2,121462,58.578,7.827
tm116488,Natural Born Killers,MOVIE,1994,R,118,"['thriller', 'drama', 'crime', 'action']",['US'],,tt0110632,7.3,11,21.933,7.1
tm11556,The Quick and the Dead,MOVIE,1995,R,107,"['action', 'thriller', 'western', 'romance']","['JP', 'US']",,tt0114214,6.5,93767,13.056,6.5
tm56574,You've Got Mail,MOVIE,1998,PG,119,"['comedy', 'romance', 'drama']",['US'],,tt0128853,6.7,211635,21.724,6.643
ts20960,Power Rangers,SHOW,1993,TV-Y7,22,"['action', 'scifi', 'fantasy', 'family']",['US'],29,tt0106064,6.5,22110,19.699,6.8
tm53991,Big Daddy,MOVIE,1999,PG-13,93,"['drama', 'comedy', 'european']",['US'],,tt0142342,6.4,215053,26.848,6.45
tm49178,Vampires,MOVIE,1998,R,104,"['fantasy', 'action', 'horror', 'thriller']",['US'],,tt0120877,6.1,58670,10.108,6.3
ts25252,Yu-Gi-Oh!,SHOW,1998,TV-Y,22,"['scifi', 'action', 'family', 'fantasy', 'animation', 'comedy', 'drama']",['JP'],7,tt4834194,7.3,21113,33.504,7.358
tm191989,Donnie Brasco,MOVIE,1997,R,127,"['drama', 'thriller', 'crime']",['US'],,tt0119008,7.7,303868,22.225,7.5
ts22193,The Magic School Bus,SHOW,1994,TV-Y,26,"['animation', 'scifi', 'comedy', 'family', 'fantasy']","['CA', 'US']",4,tt0108847,7.8,9829,16.83,7.8
ts22489,Goosebumps,SHOW,1995,TV-PG,22,"['scifi', 'thriller', 'family', 'fantasy', 'horror', 'music']","['US', 'CA']",4,tt0111987,7.6,13493,63.687,7.9
ts21034,InuYasha,SHOW,2000,TV-14,25,"['scifi', 'action', 'fantasy', 'romance', 'animation', 'comedy', 'drama']",['JP'],9,tt0290223,7.9,15823,62.355,8.6
tm121879,A River Runs Through It,MOVIE,1992,PG,123,['drama'],['US'],,tt0105265,7.2,59854,19.58,7.1
tm44402,"Girl, Interrupted",MOVIE,1999,R,127,"['drama', 'european']","['DE', 'US']",,tt0172493,7.3,183154,20.424,7.6
tm187187,Last Action Hero,MOVIE,1993,PG-13,131,"['action', 'fantasy', 'comedy', 'family']",['US'],,tt0107362,6.4,150498,22.196,6.379
ts16919,All That,SHOW,1994,TV-G,22,"['comedy', 'family', 'music']",['US'],11,tt0111875,7.5,7718,6.688,8.4
tm6859,My Girl,MOVIE,1991,PG,103,"['drama', 'family', 'romance', 'comedy', 'european']",['US'],,tt0102492,6.9,80590,20.545,7.4
tm118238,Wyatt Earp,MOVIE,1994,PG-13,191,"['western', 'crime', 'action', 'drama']",['US'],,tt0111756,6.7,50774,14.677,6.751
tm111163,Eraser,MOVIE,1996,R,115,"['thriller', 'action', 'drama', 'crime']","['US', 'CA']",,tt0116213,6.1,110921,19.437,6
tm190835,Neon Genesis Evangelion: The End of Evangelion,MOVIE,1997,,87,"['action', 'drama', 'animation', 'scifi', 'fantasy']",['JP'],,tt0169858,8,53152,32.569,8.4
tm192769,Vegas Vacation,MOVIE,1997,PG,94,['comedy'],['US'],,tt0120434,5.9,49377,12.537,6.1
tm187791,In the Line of Fire,MOVIE,1993,R,128,"['drama', 'thriller', 'crime', 'action']",['US'],,tt0107206,7.2,102916,19.8,6.973
tm113576,Little Women,MOVIE,1994,PG,115,"['drama', 'romance', 'family']",['US'],,tt0110367,7.3,58178,13.683,7.314
tm65686,U.S. Marshals,MOVIE,1998,PG-13,131,"['thriller', 'crime', 'action']",['US'],,tt0120873,6.5,105286,24.205,6.5
ts8570,Barney & Friends,SHOW,1992,TV-G,28,"['comedy', 'family']",['US'],14,tt0144701,3.8,9624,14.641,4.9
tm191387,Anaconda,MOVIE,1997,PG-13,89,"['horror', 'thriller', 'action']","['PE', 'US', 'BR']",,tt0118615,4.8,104213,34.405,5.1
ts27693,Kenan & Kel,SHOW,1996,TV-Y7,25,"['family', 'comedy']",['US'],4,tt0115231,7.8,15620,33.544,8.3
tm19494,The Replacements,MOVIE,2000,PG-13,118,"['comedy', 'sport']",['US'],,tt0191397,6.6,64771,30.982,6.6
tm191772,Seven Years in Tibet,MOVIE,1997,PG-13,136,"['action', 'drama', 'history', 'war']",['US'],,tt0120102,7.1,142903,13.766,7.2
tm12499,The Net,MOVIE,1995,PG-13,114,"['thriller', 'action', 'crime', 'drama']",['US'],,tt0113957,5.9,66667,15.935,6
tm186589,Cliffhanger,MOVIE,1993,R,112,"['action', 'thriller', 'comedy', 'animation']","['IT', 'US', 'FR']",,tt0106582,6.5,128972,27.78,6.5
tm189764,Menace II Society,MOVIE,1993,R,97,"['drama', 'crime', 'thriller']",['US'],,tt0107554,7.5,58179,13.928,7.542
tm10739,Johnny Mnemonic,MOVIE,1995,R,97,"['action', 'drama', 'scifi', 'thriller']","['CA', 'US']",,tt0113481,5.6,71563,10.75,5.7
tm1822,3 Ninjas Kick Back,MOVIE,1994,PG,93,"['comedy', 'family', 'action', 'sport']","['JP', 'US']",,tt0109015,4.5,9321,12.603,5.5
tm55369,Edge of Seventeen,MOVIE,1998,R,104,"['romance', 'drama', 'comedy']",['US'],,tt0138414,6.8,6549,6.276,6.5
ts251477,My First Errand,SHOW,1991,TV-G,18,"['documentation', 'family', 'reality']",['JP'],12,,,,7.73,7.8
tm192431,The Devil's Own,MOVIE,1997,R,107,"['crime', 'thriller', 'drama', 'action', 'european']",['US'],,tt0962637,6.2,65323,12.863,6.1
ts22286,Cardcaptor Sakura,SHOW,1998,TV-Y7,25,"['scifi', 'animation', 'action', 'comedy', 'drama', 'family', 'fantasy', 'romance']",['JP'],4,tt0221735,8,5008,35.757,8.7
tm192199,Spawn,MOVIE,1997,PG-13,96,"['scifi', 'action', 'drama', 'horror']",['US'],,tt0120177,5.2,68184,16.989,5.343
ts11397,Adventures of Sonic the Hedgehog,SHOW,1993,TV-Y7,22,"['scifi', 'animation', 'action', 'comedy', 'family', 'fantasy', 'western']",['US'],4,tt0222518,6.2,3902,13.313,6.3
tm56033,Croupier,MOVIE,1998,R,94,"['drama', 'european', 'crime']","['IE', 'GB', 'DE', 'FR']",,tt0159382,7,21599,8.381,6.8
ts21581,Girlfriends,SHOW,2000,TV-PG,21,"['drama', 'comedy']",['US'],8,tt0247102,7.2,4528,12.163,7.7
tm117488,The Next Karate Kid,MOVIE,1994,PG,107,"['action', 'drama', 'family', 'sport', 'romance']",['US'],,tt0110657,4.5,30422,20.185,5.318
tm190811,Geronimo: An American Legend,MOVIE,1993,PG-13,115,"['western', 'history', 'drama']",['US'],,tt0107004,6.5,11709,8.136,6.3
tm191431,Double Team,MOVIE,1997,R,93,"['action', 'scifi', 'comedy', 'thriller']","['HK', 'US']",,tt0119013,4.8,34396,14.599,5.1
tm10811,Heavy,MOVIE,1995,R,105,"['drama', 'romance']",['US'],,tt0113280,6.8,5047,3.308,6.8
tm49839,The Players Club,MOVIE,1998,R,104,"['comedy', 'drama']",['US'],,tt0119905,5.9,6676,9.25,6.3
ts20918,The Parkers,SHOW,1999,TV-PG,19,['comedy'],['US'],5,tt0200353,6.8,2377,5.745,8.1
ts21693,"Sister, Sister",SHOW,1994,TV-PG,22,"['comedy', 'drama', 'family']",['US'],6,tt0108927,6.2,12657,21.489,7.5
ts20939,Moesha,SHOW,1996,TV-PG,21,"['drama', 'comedy', 'family']",['US'],6,tt0115275,5.8,3747,10.901,7
ts21684,Heartbreak High,SHOW,1994,TV-MA,45,"['drama', 'romance', 'comedy']",['AU'],7,tt5582224,7.8,3139,7.222,7.3
ts22080,Oggy and the Cockroaches,SHOW,1999,TV-Y7,9,"['animation', 'comedy', 'family', 'action', 'european']",['FR'],7,tt0213363,7.4,4281,40.189,7.5
tm67635,Kuch Kuch Hota Hai,MOVIE,1998,G,185,"['romance', 'comedy', 'drama']",['IN'],,tt0172684,7.6,52036,12.35,7.7
tm320211,Children of God,MOVIE,1994,,63,['documentation'],['GB'],,tt6051792,6.3,612,0.685,6.4
tm7073,Knight Rider 2000,MOVIE,1991,G,91,"['action', 'scifi']",['US'],,tt0102227,4.5,3207,7.945,5.1
ts28516,Okupas,SHOW,2000,TV-MA,40,"['drama', 'crime']",['AR'],1,tt0289649,9,2399,8.565,8.8
tm117873,Hum Aapke Hain Koun..!,MOVIE,1994,,206,"['drama', 'romance', 'comedy']",['IN'],,tt0110076,7.5,21123,6.314,6.5
tm55100,Dil Se..,MOVIE,1998,PG-13,163,"['drama', 'romance']",['IN'],,tt0164538,7.5,28586,7.811,6.8
tm64817,Jerry Seinfeld: I'm Telling You for the Last Time,MOVIE,1998,G,75,"['comedy', 'documentation']",['US'],,tt0500140,7.9,5879,5.822,7.6
ts22039,H,SHOW,1998,TV-MA,25,['comedy'],['FR'],4,tt0173554,7.4,1727,7.905,7.6
tm188606,Sankofa,MOVIE,1993,,124,"['drama', 'european']","['DE', 'GH', 'GB', 'US', 'BF']",,tt0108041,7,692,1.858,6.5
tm41525,Herod's Law,MOVIE,1999,R,123,"['comedy', 'crime', 'thriller']",['MX'],,tt0221344,7.8,6035,10.506,7.9
tm189171,Wild Tango,MOVIE,1993,R,124,"['drama', 'music', 'romance']","['ES', 'AR']",,tt0108291,6.7,1584,5.092,6.1
tm63514,The Last Days,MOVIE,1998,PG-13,87,"['drama', 'history', 'war', 'documentation']",['US'],,tt0174852,7.9,4378,3.766,7.8
tm21911,Sam Kinison: Live in Vegas,MOVIE,1991,,72,"['comedy', 'music', 'documentation']",['US'],,tt0249934,6.6,276,0.656,6
tm188970,Bill Hicks: Revelations,MOVIE,1993,,74,"['comedy', 'documentation']",['GB'],,tt0152183,8.5,3098,3.784,8.1
tm12876,Bombay,MOVIE,1995,,141,"['drama', 'romance']",['IN'],,tt0112553,8.1,12629,4.99,7.2
ts224786,Escalona,SHOW,1991,TV-MA,44,['drama'],['CO'],1,,,,7.352,7.6
tm62176,Mann,MOVIE,1999,,174,"['drama', 'romance']",['IN'],,tt0206921,6.1,5451,2.595,6.7
tm52871,Soldier,MOVIE,1998,,156,"['thriller', 'action', 'drama', 'romance']",['IN'],,tt0211634,6.2,3063,3.623,5.7
tm8687,Sam Kinison: Family Entertainment Hour,MOVIE,1991,,49,['comedy'],['US'],,,,,1.84,6.1
tm104933,Sinbad: Son of a Preacher Man,MOVIE,1996,,56,"['comedy', 'documentation']",['US'],,tt0938333,6.8,116,1.536,5.8
tm184326,Damini,MOVIE,1993,,175,"['drama', 'crime']",['IN'],,tt0106655,7.8,3523,3.328,7.3
tm62385,Hum Saath Saath Hain,MOVIE,1999,G,177,"['romance', 'family', 'fantasy', 'drama']",['IN'],,tt0216817,6.2,8552,7.865,6
tm191614,Destiny,MOVIE,1997,,136,"['drama', 'history', 'comedy', 'romance']","['FR', 'EG']",,tt0119629,7.1,2857,3.287,6.7
tm110766,Chronicle of a Disappearance,MOVIE,1996,,88,['drama'],"['PS', 'US', 'FR', 'DE']",,tt0115895,6.9,733,2.099,6.7
tm9898,Muthu,MOVIE,1995,G,165,"['comedy', 'drama', 'action', 'romance']",['IN'],,tt0140399,7.6,3056,3.576,6.9
tm47530,Jeans,MOVIE,1998,,175,"['comedy', 'drama', 'romance']",['IN'],,tt0151121,6.4,3604,3.393,6.5
tm57169,Monty Python: Live at Aspen,MOVIE,1998,,58,"['comedy', 'documentation']","['GB', 'US']",,tt0287570,7.8,1096,2.681,6.9
tm192301,Minsara Kanavu,MOVIE,1997,G,145,"['comedy', 'romance', 'drama']",['IN'],,tt0274789,6.7,1226,2.316,6.6
tm58893,Duplicate,MOVIE,1998,PG,165,"['comedy', 'action', 'crime', 'thriller']",['IN'],,tt0164550,5.5,7618,4.112,6
tm110160,Avvai Shanmugi,MOVIE,1996,PG-13,160,"['drama', 'comedy']",['IN'],,tt0139872,7.9,2586,2.828,7.5
tm118438,Anjaam,MOVIE,1994,,137,"['romance', 'crime', 'thriller', 'drama']",['IN'],,tt0109134,6.6,6532,3.806,7.1
tm424630,A Triumph of the Heart: The Ricky Bell Story,MOVIE,1991,,100,"['drama', 'sport']",['US'],,tt0103123,7.2,250,1.533,5.1
tm27601,Phir Bhi Dil Hai Hindustani,MOVIE,2000,PG-13,160,"['comedy', 'romance', 'drama']",['IN'],,tt0222270,6.1,7610,7.778,6.6
tm203186,Children of Shatila,MOVIE,1999,,50,"['documentation', 'history']",['LB'],,tt0243174,8.1,78,1.635,6.7
tm128073,Bill Hicks: Relentless,MOVIE,1992,,61,['comedy'],['GB'],,,,,3.822,7.8
tm7951,Tim Allen: Rewires America,MOVIE,1991,PG,30,"['comedy', 'documentation']",['US'],,tt0294967,6,198,2.297,7
