id,title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm413266,Pup Star: World Tour,MOVIE,2018,G,87,"['music', 'comedy', 'family']","['JP', 'US', 'CA']",,tt7322864,3.8,208,4.533,5.7
tm1063790,A Man for The Weekend,MOVIE,2017,,94,"['romance', 'comedy']",['CM'],,tt15007420,4.5,13,1.036,2
tm438423,For the Broken Hearted,MOVIE,2018,,92,['drama'],['PH'],,tt9074344,6.7,95,1.189,2
tm447328,ReMastered: Who Killed Jam Master Jay?,MOVIE,2018,,58,"['music', 'documentation']",['US'],,tt9046560,6.5,786,1.705,6.5
tm1223999,Motu Patlu in Dragon World,MOVIE,2017,,78,"['comedy', 'animation']",[],,tt20783648,,,,
tm376421,HiGH&LOW The Movie 2: End of Sky,MOVIE,2017,,124,['action'],['JP'],,tt7099076,7.1,396,3.198,7.7
tm411649,Thug Life,MOVIE,2017,,134,"['comedy', 'drama']",['IN'],,tt9537072,5.7,48,2.018,
tm364525,Beat Bugs: All Together Now,MOVIE,2017,,50,['animation'],['US'],,,,,2.312,5.5
tm328041,Doob,MOVIE,2017,,102,['drama'],"['BD', 'IN']",,tt5513920,6.1,1898,2.191,5.7
tm445852,Three Words to Forever,MOVIE,2018,,106,"['drama', 'family', 'comedy', 'romance']",['XX'],,tt9248252,6.8,110,2.04,10
tm479734,Table Manners,MOVIE,2018,,105,"['comedy', 'drama']","['CA', 'ZA']",,tt7385538,5.1,43,0.972,
tm438005,First Love,MOVIE,2018,,122,"['drama', 'romance']",['PH'],,tt9060390,5.9,150,1.743,5.9
tm436704,Super Monsters Save Halloween,MOVIE,2018,,24,"['animation', 'family']",['US'],,tt9085726,5.4,27,2.752,7.3
tm348191,Love You to the Stars and Back,MOVIE,2017,,111,"['drama', 'romance', 'comedy']",['PH'],,tt7127344,7.4,542,3.14,8.1
tm701033,Na stojáka v kině,MOVIE,2018,,90,['comedy'],['CZ'],,tt10515548,5,8,0.615,
tm1223783,Motu Patlu: Mission Moon,MOVIE,2018,,71,"['animation', 'comedy']",[],,tt20764708,,,,
tm469399,Music Teacher,MOVIE,2018,,101,"['romance', 'drama', 'music']",['IN'],,tt3257794,6.2,693,1.149,6
tm305227,Daniel Sosa: Sosafado,MOVIE,2017,,77,['comedy'],['MX'],,tt6502534,5.4,102,0.724,6.3
tm350116,B. A. Pass 2,MOVIE,2017,,136,['drama'],['IN'],,tt8581230,2.2,483,3.448,7
tm361161,DreamWorks Home: For the Holidays,MOVIE,2017,PG-13,45,"['scifi', 'fantasy', 'animation', 'comedy', 'family']",['GB'],,tt7713204,4.8,149,5.629,5.2
tm349418,The Royal Hibiscus Hotel,MOVIE,2018,,90,"['comedy', 'romance']",['NG'],,tt7229730,5.4,290,2.636,4.4
tm450512,Pinky Memsaab,MOVIE,2018,,124,"['drama', 'family']",['PK'],,tt8529070,6.3,527,0.632,9.2
tm415245,Crossroads: One Two Jaga,MOVIE,2018,,80,"['crime', 'drama']",['MY'],,tt6603812,6.5,640,0.937,6.3
tm479933,Project Papa,MOVIE,2018,G,97,['drama'],['XX'],,tt7243756,6.3,35,1.433,
tm345960,Alan Saldaña: mi vida de pobre,MOVIE,2017,,53,['comedy'],['MX'],,tt7183082,6.3,71,0.961,6.5
tm417488,Mama's Boy,MOVIE,2018,,104,['comedy'],['EG'],,tt8665900,6.1,1020,2.255,6.1
tm1073433,Shiva: The Secret World Of Vedas City,MOVIE,2017,G,78,[],[],,,,,1.4,
tm370781,Natalia Valdebenito: El especial,MOVIE,2018,,76,['comedy'],['CL'],,tt7663776,5,84,1.031,7.3
tm362878,Dilan 1990,MOVIE,2018,,109,"['drama', 'romance']",['ID'],,tt7843946,7,3332,4.878,7.5
tm358370,Love and Shukla,MOVIE,2017,,117,"['romance', 'comedy', 'drama']",['IN'],,tt7647198,7.3,960,1.695,8.2
tm369453,Mau Nieto: viviendo sobrio… desde el bar,MOVIE,2018,,57,['comedy'],['MX'],,tt7607492,6.7,81,1.4,6.2
tm815509,Mrs. Miracle Animals: An Squirrel's Princess Bride,MOVIE,2017,,28,"['comedy', 'fantasy', 'animation', 'family']",[],,tt10485928,4.7,98,1.005,2
tm358188,Alexis de Anda: Mea Culpa,MOVIE,2017,,54,['comedy'],['MX'],,tt7587068,4.9,101,0.728,4.3
tm442805,My Travel Buddy 2,MOVIE,2018,PG-13,111,"['family', 'comedy']",['TR'],,tt8748256,5.8,3256,3.506,6
tm307383,Ghost Hunting,MOVIE,2017,,94,"['documentation', 'european']","['FR', 'PS', 'CH', 'QA']",,tt6568868,7.1,222,1.897,6.3
tm478701,Lara and the Beat,MOVIE,2018,,137,"['drama', 'music', 'romance']",['NG'],,tt7819668,5.8,149,1.796,
tm414746,Carlos Ballarta: furia ñera,MOVIE,2018,,62,['comedy'],['MX'],,tt7607318,7.2,213,4.29,7.2
tm324753,Marco Luque - We are together,MOVIE,2017,,73,['comedy'],['BR'],,tt6852616,4.3,77,2.509,5.2
tm314138,Felipe Neto: My Life Makes No Sense,MOVIE,2017,,90,"['comedy', 'documentation']",['BR'],,tt6690322,4.4,247,1.533,6.6
ts81828,True: Wonderful Wishes,SHOW,2018,TV-Y,24,['animation'],['US'],1,,,,1.96,
tm429383,Yoo Byung Jae: Discomfort Zone,MOVIE,2018,,54,['comedy'],['KR'],,,,,0.819,6.4
ts55735,The Perfect Match,SHOW,2017,TV-14,44,"['drama', 'comedy']",['TW'],1,,,,2.723,7.4
tm244473,Blessed Benefit,MOVIE,2017,,83,"['drama', 'comedy', 'european']","['NL', 'JO', 'DE']",,tt5161784,6.6,671,2.286,6.3
tm478654,Salam - The First ****** Nobel Laureate,MOVIE,2018,,75,['documentation'],['US'],,tt7904606,7.8,418,1.672,7.3
ts80859,Here to Heart,SHOW,2018,TV-14,45,"['drama', 'romance']",['CN'],1,tt8791742,7.5,225,3.082,8.2
tm460198,Catch.er,MOVIE,2017,,81,"['crime', 'drama']",['NG'],,tt8607728,4.5,30,1.4,6
tm369210,Ricardo Quevedo: Hay gente así,MOVIE,2018,,58,['comedy'],['CO'],,tt7607450,6.3,105,1.258,7
tm404569,Shubh Aarambh,MOVIE,2017,,126,"['comedy', 'drama', 'family']",['IN'],,tt6949882,6.7,124,1.676,6
tm321563,A Drowning Man,MOVIE,2017,,15,['drama'],"['GB', 'DK', 'GR']",,,,,1.039,5.6
tm367613,Mr. Chandramouli,MOVIE,2018,,122,"['romance', 'comedy', 'sport']",['IN'],,tt7486356,5.1,236,1.062,4.7
tm350945,Posesif,MOVIE,2017,,102,"['drama', 'comedy', 'romance']",['ID'],,tt7541708,7.4,920,4.901,7.8
tm478967,Until Midnight,MOVIE,2018,R,78,"['thriller', 'drama']",['AE'],,tt7741602,6.9,717,1.253,
tm438250,"I, Potro",MOVIE,2018,,50,"['comedy', 'sport']","['MX', 'AR']",,tt9154584,6.2,498,4.494,5.9
tm369456,Fakkah Fuzz: Almost Banned,MOVIE,2018,,60,['comedy'],['XX'],,tt8507516,4.2,57,1.806,4.5
tm368284,Arango y Sanint: Ríase el show,MOVIE,2018,,62,['comedy'],['CO'],,tt7606464,4,42,1.218,4
tm376709,Jani Dueñas: Grandes fracasos de ayer y hoy,MOVIE,2018,,77,['comedy'],"['US', 'CL', 'MX']",,tt7607260,4.8,71,1.061,6
tm316923,Kartini: Princess of Java,MOVIE,2017,,118,"['drama', 'family', 'history', 'european']",['ID'],,tt5882416,7.6,511,2.116,8.1
tm1073233,Motu Patlu in the City of Gold,MOVIE,2018,G,77,[],[],,,,,2.089,
tm375836,Adel Karam: Live from Beirut,MOVIE,2018,R,59,['comedy'],['LB'],,tt8081748,5.3,150,0.84,7
tm480647,Ayana,MOVIE,2017,,128,"['drama', 'documentation']",['KG'],,tt6891660,7.1,127,0.6,
tm450769,Nathicharami,MOVIE,2018,,116,['drama'],['IN'],,tt9084890,7.1,320,1.623,7.2
tm362737,Facing Mecca,MOVIE,2017,,25,['drama'],['CH'],,,,,1.608,5.6
ts81827,True: Magical Friends,SHOW,2018,TV-Y,24,['animation'],['US'],1,,,,0.675,10
tm452767,Next Enti?,MOVIE,2018,,157,"['comedy', 'drama', 'romance']",['XX'],,tt6972212,4.5,163,1.344,3.8
tm430666,Hantu Kak Limah,MOVIE,2018,,111,"['horror', 'comedy']",['MY'],,tt8757960,5.6,678,2.125,6.9
tm369079,Todd Glass: Act Happy,MOVIE,2018,,62,['comedy'],['US'],,tt7752142,5.1,368,2.254,5.7
tm416134,Fernando Sanjiao: Hombre,MOVIE,2018,,63,['comedy'],['AR'],,tt7607332,6.3,57,1.219,6.5
tm404828,Yoo Byung Jae: Too Much Information,MOVIE,2018,,63,['comedy'],['KR'],,tt8140738,5.3,53,0.6,6.3
tm321035,Mawlana,MOVIE,2017,,130,"['thriller', 'drama']",['EG'],,tt6127024,6.9,864,1.577,6.4
tm441915,Elf Pets: Santa's St. Bernards Save Christmas,MOVIE,2018,G,26,"['animation', 'family', 'comedy', 'fantasy']",['US'],,tt9233904,5.3,95,1.648,2
tm361633,Potato Potahto,MOVIE,2017,,104,['comedy'],['GH'],,tt6950250,4.1,212,1.829,2.8
ts229123,Little Singham,SHOW,2018,,12,"['animation', 'action']",['IN'],2,tt11151836,3.5,99,0.6,4
tm368006,Harith Iskander: I Told You So,MOVIE,2018,,61,['comedy'],['US'],,tt7902184,4.6,173,2.411,5.5
tm840936,Zoé: Panoramas,MOVIE,2017,PG,89,"['documentation', 'music']",['XX'],,tt5158844,6.8,78,,
tm430459,La Leyenda del Diamante,MOVIE,2018,,87,"['action', 'fantasy', 'horror', 'western', 'family', 'scifi']",['MX'],,tt6487242,3.3,51,12.871,5.25
tm440324,Santo cachón,MOVIE,2018,,87,['comedy'],['CO'],,tt9189572,4.7,56,2.665,6
ts78444,Luna Petunia Return to Amazia,SHOW,2018,TV-Y,24,['animation'],['US'],2,tt7924854,4.8,47,2.75,6
tm1146751,Bahasha,MOVIE,2018,,85,['drama'],['TZ'],,tt8540608,7,24,,
tm411528,Enissa Amani: Ehrenwort,MOVIE,2018,PG,65,"['comedy', 'european']",['US'],,tt8328418,5.5,194,1.143,5.6
ts84555,The Unknown Hitman: The Story of El Cholo Adrián,SHOW,2017,TV-MA,50,"['action', 'crime']",['MX'],2,tt6524440,6.6,145,4.376,10
tm153164,Puriyaatha Puthir,MOVIE,2017,,140,['thriller'],['IN'],,tt3407614,6.5,1049,1.612,7.1
tm320949,Simplemente Manu NNa,MOVIE,2017,,71,['comedy'],['MX'],,tt6833550,5.4,51,1.4,3.8
tm428877,Babamın Ceketi,MOVIE,2018,,100,['comedy'],['TR'],,tt8857590,4.9,862,2.017,5.1
tm314677,Silence Is Welcome,MOVIE,2017,,94,['drama'],['MX'],,tt6436212,5.1,106,2.331,4.6
ts54112,Life Plan A and B,SHOW,2017,TV-PG,80,['drama'],['TW'],1,tt7034962,7.8,116,1.332,7
tm306680,Grillo vs Grillo,MOVIE,2017,,95,"['comedy', 'european']",['XX'],,tt6522846,5.3,130,1.123,6
tm430748,Neevevaro,MOVIE,2018,PG,130,"['thriller', 'action', 'drama', 'romance']",['IN'],,tt8571410,6.9,809,1.677,6.5
tm369452,Sebastián Marcelo Wainraich,MOVIE,2018,,49,['comedy'],['AR'],,tt7607416,6.4,106,1.03,6.5
tm471288,Baby Mamas,MOVIE,2018,,93,"['comedy', 'drama']",['ZA'],,tt8686460,6.6,63,0.641,
ts80445,The Honeymoon Stand Up Special,SHOW,2018,,32,['comedy'],[],1,tt7698408,6.8,519,1.251,6
tm444907,Lovefucked,MOVIE,2018,,105,"['drama', 'romance']",['IN'],,,,,1.812,5.8
tm491499,Fan of Amoory,MOVIE,2018,G,91,['drama'],['AE'],,tt9140904,6,38,,
tm493814,Satria Heroes: Revenge of the Darkness,MOVIE,2017,,92,"['scifi', 'action', 'drama', 'fantasy']",['ID'],,tt9033440,4.4,69,,
tm404610,Stretch Armstrong: The Breakout,MOVIE,2018,,45,['animation'],['US'],,,,,1.18,6
tm465864,Hajwala 2: Mysterious Mission,MOVIE,2018,PG-13,115,"['action', 'comedy']",['AE'],,tt8531618,3.9,93,1.533,4
ts82591,Spiritual House,SHOW,2017,TV-PG,41,[],['JP'],1,,,,0.6,
tm433087,Rise: Ini Kalilah,MOVIE,2018,,102,['drama'],['MY'],,tt9866736,5.1,41,1.715,7.5
tm336084,Echcharikkai,MOVIE,2018,,134,"['thriller', 'horror', 'crime', 'drama']",['IN'],,tt7853268,6.3,312,1.697,4.9
tm360763,Verses of Love 2,MOVIE,2017,,125,"['drama', 'romance']",['ID'],,tt7128070,5.5,609,2.821,6.8
tm370472,Kavin Jay : Everybody Calm Down!,MOVIE,2018,,53,"['comedy', 'documentation']",['XX'],,tt7924764,5.9,236,1.655,4.6
tm368697,Unexpectedly Yours,MOVIE,2017,,120,"['comedy', 'romance']",['PH'],,tt7686876,6.7,180,2.461,7.5
ts250172,Afronta!,SHOW,2017,TV-PG,14,['documentation'],['BR'],1,tt12467250,7.4,8,0.6,
tm420789,Lilli,MOVIE,2018,PG,91,['thriller'],['IN'],,tt8273258,5.7,281,1.033,6.1
tm448690,Prince of Peoria: A Christmas Moose Miracle,MOVIE,2018,,29,"['comedy', 'family']",[],,,,,1.842,5.8
ts97584,Highland: Thailand's Marijuana Awakening,SHOW,2017,TV-MA,20,['documentation'],['US'],1,tt7201224,6.2,24,0.663,8
tm819641,Match,MOVIE,2017,,7,['drama'],[],,tt10546234,4.1,7,0.6,
tm458186,Komola Rocket,MOVIE,2018,,95,['drama'],['BD'],,tt8506874,7.4,1037,2.181,6
tm430496,D.L. Hughley: Contrarian,MOVIE,2018,,58,['comedy'],['US'],,tt8426270,6.5,610,2.29,5.2
tm327926,Panoptic,MOVIE,2017,,79,['documentation'],"['AE', 'LB']",,tt7138456,6.3,60,0.928,5
tm327636,Joe Mande's Award-Winning Comedy Special,MOVIE,2017,,66,"['comedy', 'documentation']",['US'],,tt7183876,6.1,509,2.079,6.3
tm366383,Deliha 2,MOVIE,2018,G,106,['comedy'],['TR'],,tt7871636,4.7,2594,5.949,5.9
tm349134,Fabrizio Copano: solo pienso en mí,MOVIE,2017,,59,['comedy'],['CL'],,tt8134310,5,34,0.808,5.8
tm285712,Jen Kirkman: Just Keep Livin'?,MOVIE,2017,,69,['comedy'],['US'],,tt6386352,6.8,1290,1.904,6.7
tm834886,Wedy Atkalam,MOVIE,2018,,72,"['comedy', 'drama']",['KW'],,tt9437052,5.7,18,,
tm494577,Oga Bolaji,MOVIE,2018,,91,['drama'],['NG'],,tt8847418,,,1.102,
tm426260,Si Doel the Movie,MOVIE,2018,,85,"['family', 'romance', 'drama', 'comedy']",['ID'],,tt8669070,6.8,417,1.447,7.4
ts76645,The Umbrella Academy,SHOW,2019,TV-14,50,"['comedy', 'drama', 'fantasy', 'scifi', 'action']",['US'],3,tt1312171,8,230211,388.952,8.7
ts216746,The Secret of Skinwalker Ranch,SHOW,2020,TV-PG,42,"['horror', 'reality', 'thriller', 'documentation']",['US'],3,tt10589968,6,2625,30.911,8.5
ts89840,Virgin River,SHOW,2019,TV-14,44,"['drama', 'romance']",['US'],4,tt9077530,7.4,36459,169.37,8.034
tm441050,The Gentlemen,MOVIE,2019,R,113,"['crime', 'action', 'comedy']","['US', 'GB']",,tt8367814,7.8,325385,67.919,7.687
ts87466,Demon Slayer: Kimetsu no Yaiba,SHOW,2019,TV-MA,25,"['scifi', 'action', 'animation', 'horror', 'fantasy', 'thriller']",['JP'],3,tt9335498,8.7,93604,94.263,8.809
ts88361,"Love, Death & Robots",SHOW,2019,TV-MA,13,"['scifi', 'animation', 'thriller', 'horror', 'comedy', 'fantasy', 'drama', 'action']",['US'],3,tt9561862,8.4,131937,156.46,8.3
ts87248,In the Dark,SHOW,2019,TV-14,41,"['drama', 'comedy', 'action', 'crime', 'horror']",['US'],4,tt7772602,7.5,11409,39.136,7.9
ts90311,Vinland Saga,SHOW,2019,TV-MA,24,"['animation', 'action', 'drama', 'war', 'history']",['JP'],2,tt10233448,8.8,32535,15.663,8.6
ts80962,Tuca & Bertie,SHOW,2019,TV-MA,24,"['comedy', 'animation']",['US'],3,tt8036272,7.3,7023,18.246,7.2
ts86497,Russian Doll,SHOW,2019,TV-MA,28,"['comedy', 'drama']",['US'],2,tt7520794,7.8,91649,18.072,7.5
ts254656,Jurassic World: Camp Cretaceous,SHOW,2020,TV-PG,24,"['action', 'animation', 'scifi', 'family']",['US'],5,tt10436228,7.5,8022,259.059,8
ts57327,The Witcher,SHOW,2019,TV-MA,58,"['scifi', 'action', 'horror', 'drama', 'fantasy']",['US'],2,tt5180504,8.2,472202,101.869,8.244
ts216679,Bridgerton,SHOW,2020,TV-MA,62,"['drama', 'history', 'romance']",['US'],4,tt8740790,7.3,129085,106.118,8.2
ts237109,Control Z,SHOW,2020,TV-MA,38,"['drama', 'thriller']",['MX'],3,tt11937662,6.9,8895,473.002,8.2
ts81007,After Life,SHOW,2019,TV-MA,28,"['comedy', 'drama']",['GB'],3,tt8398600,8.4,129243,19.931,7.843
tm510203,A Call to Spy,MOVIE,2019,PG-13,123,"['crime', 'drama', 'thriller', 'war', 'history']",['US'],,tt7698468,6.6,7091,11.78,6.8
ts86912,Surviving R. Kelly,SHOW,2019,TV-14,59,"['documentation', 'crime', 'music']",['US'],2,tt10713450,7.5,4906,3.97,7.8
ts252505,Are You Afraid of the Dark?,SHOW,2019,TV-PG,42,"['thriller', 'horror', 'family', 'drama', 'fantasy']",['US'],3,tt10473306,7,2216,63.359,7.5
ts191559,The UnXplained,SHOW,2019,TV-14,42,['documentation'],['US'],4,tt10098498,7.1,1011,8.132,8.6
ts89259,The Queen's Gambit,SHOW,2020,TV-MA,56,"['drama', 'sport']",['US'],1,tt10048342,8.6,420100,82.702,8.624
ts83555,"Roswell, New Mexico",SHOW,2019,TV-14,41,"['scifi', 'drama', 'romance']",['US'],4,tt7588054,6.1,12343,46.094,8.1
ts82915,Sex Education,SHOW,2019,TV-MA,52,"['drama', 'comedy']",['GB'],4,tt7767422,8.3,251168,273.962,8.358
ts82914,Dead to Me,SHOW,2019,TV-MA,31,"['thriller', 'crime', 'drama', 'comedy']",['US'],2,tt8064302,8,74989,26.155,7.299
ts215046,Capitani,SHOW,2019,TV-MA,29,"['crime', 'drama', 'thriller']",['LU'],2,tt10483610,6.6,4912,28.789,6.715
ts90234,I Think You Should Leave with Tim Robinson,SHOW,2019,TV-MA,16,['comedy'],['US'],3,tt10050772,7.9,11900,8.873,6.6
ts88613,Formula 1: Drive to Survive,SHOW,2019,TV-MA,38,"['documentation', 'sport']",['GB'],6,tt8289930,8.6,38345,40.781,8.4
ts81120,The Last Dance,SHOW,2020,TV-MA,50,"['documentation', 'history', 'sport']",['US'],1,tt8420184,9.1,115915,27.702,8.2
ts87953,Locke & Key,SHOW,2020,TV-14,48,"['drama', 'thriller', 'scifi', 'horror', 'fantasy']",['US'],3,tt3007572,7.4,72031,48.22,8.1
ts235655,Outer Banks,SHOW,2020,TV-MA,49,"['thriller', 'action', 'drama', 'romance', 'crime']",['US'],2,tt10293938,7.5,45815,39.319,8.555
ts84146,Emily in Paris,SHOW,2020,TV-MA,29,"['drama', 'comedy', 'romance']",['US'],2,tt8962124,6.9,86631,42.991,7.995
tm681578,The Rental,MOVIE,2020,R,88,"['drama', 'horror', 'thriller']",['US'],,tt10003008,5.7,30613,53.311,5.6
ts221904,Unbelievable,SHOW,2019,TV-MA,48,"['drama', 'crime']",['US'],1,tt7909970,8.4,98384,20.378,8.1
ts55762,Kingdom,SHOW,2019,TV-MA,48,"['action', 'scifi', 'thriller', 'history', 'drama', 'horror']",['KR'],2,tt6611916,8.3,44874,42.052,8.4
tm369594,I'm Thinking of Ending Things,MOVIE,2020,R,134,"['drama', 'thriller', 'fantasy']",['US'],,tt7939766,6.6,83093,17.61,6.6
tm244149,The Irishman,MOVIE,2019,R,209,"['crime', 'drama', 'history', 'thriller']",['US'],,tt1302006,7.8,376379,21.075,7.6
ts100116,Blown Away,SHOW,2019,TV-PG,26,"['reality', 'comedy', 'history', 'documentation']",['CA'],3,tt9908860,7.1,3034,23.841,7.2
ts219101,Marianne,SHOW,2019,TV-MA,45,"['thriller', 'drama', 'horror']",['FR'],1,tt10875696,7.4,14895,22.746,7.7
ts87453,Space Force,SHOW,2020,TV-MA,30,['comedy'],['US'],2,tt9612516,6.7,63379,21.173,6.6
ts222988,Love on the Spectrum,SHOW,2019,TV-14,42,"['reality', 'romance', 'documentation']",['AU'],2,tt11904786,8.6,5846,5.852,7.9
ts235758,Never Have I Ever,SHOW,2020,TV-14,28,"['comedy', 'drama']",['US'],4,tt10062292,7.8,47000,47.843,8.183
tm496322,Extraction,MOVIE,2020,R,116,"['crime', 'drama', 'action', 'thriller']",['US'],,tt8936646,6.7,196105,51.91,7.4
ts224901,The Stranger,SHOW,2020,TV-MA,45,"['thriller', 'crime', 'drama']",['GB'],1,tt9698480,7.3,48298,11.603,7.4
tm863808,My Octopus Teacher,MOVIE,2020,,84,['documentation'],"['ZA', 'GB']",,tt12888462,8.1,52771,19.276,8
tm827638,Synchronic,MOVIE,2019,R,102,"['crime', 'drama', 'horror', 'scifi', 'thriller']",['US'],,tt9016974,6.2,29455,13.498,6.3
ts84633,The Promised Neverland,SHOW,2019,TV-MA,23,"['animation', 'thriller', 'scifi', 'action', 'drama', 'horror', 'fantasy']",['JP'],2,tt8788458,8.3,36018,42.367,8.843
tm460124,"Yes, God, Yes",MOVIE,2020,R,78,"['comedy', 'drama']","['GB', 'US']",,tt8949056,6.1,15155,41.666,6.4
ts88379,Dracula,SHOW,2020,TV-MA,88,"['drama', 'action', 'thriller', 'fantasy', 'horror']",['GB'],1,tt9139220,6.8,45971,25.177,7.142
tm824398,The Platform,MOVIE,2019,,95,"['scifi', 'thriller', 'horror', 'european']",['ES'],,tt8228288,7,213699,47.725,7.003
tm911973,Enola Holmes,MOVIE,2020,PG-13,123,"['crime', 'drama', 'action']",['US'],,tt7846844,6.6,162511,22.461,7.3
ts249891,The Comey Rule,SHOW,2020,TV-MA,82,"['war', 'drama']",['US'],1,tt9174536,7.4,8829,9.22,7.5
tm849003,The Old Guard,MOVIE,2020,R,125,"['fantasy', 'action', 'thriller']",['US'],,tt7556122,6.6,158247,20.588,7.2
ts89564,Black Summer,SHOW,2019,TV-MA,39,"['scifi', 'thriller', 'action', 'drama', 'horror']",['US'],2,tt8923854,6.5,29318,30.795,7.1
tm845489,His House,MOVIE,2020,,93,"['thriller', 'drama', 'horror']",['GB'],,tt8508734,6.5,39988,27.065,6.5
tm403709,Marriage Story,MOVIE,2019,R,136,"['drama', 'romance', 'comedy']",['GB'],,tt7653254,7.9,298303,28.268,7.8
ts224303,The Daily Life of the Immortal King,SHOW,2020,TV-14,19,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['CN'],2,tt11755260,7.2,1331,121.132,8.6
tm362198,Scary Stories to Tell in the Dark,MOVIE,2019,PG-13,108,"['horror', 'thriller']","['US', 'CA', 'CN']",,tt3387520,6.2,74754,36.326,6.5
tm368699,The Devil All the Time,MOVIE,2020,R,138,"['crime', 'drama', 'thriller', 'horror']",['US'],,tt7395114,7.1,122321,22.872,7.3
tm828369,Lunana: A Yak in the Classroom,MOVIE,2019,,109,"['drama', 'family']","['BT', 'CN']",,tt10189300,7.4,3257,6.869,7.4
tm502532,Fantastic Fungi,MOVIE,2019,,81,['documentation'],['US'],,tt8258074,7.4,8430,9.263,7.3
tm417392,The King,MOVIE,2019,R,140,"['history', 'war', 'drama', 'romance']","['US', 'AU']",,tt7984766,7.2,124438,25.987,7.2
ts219660,Alice in Borderland,SHOW,2020,TV-MA,47,"['action', 'drama', 'scifi', 'thriller', 'fantasy']",['JP'],2,tt10795658,7.6,49446,71.018,8.2
ts57213,The Dark Crystal: Age of Resistance,SHOW,2019,TV-PG,51,"['scifi', 'family', 'animation', 'fantasy', 'horror', 'drama', 'action']","['US', 'GB']",1,tt6905690,8.4,24419,23.53,7.8
ts82913,When They See Us,SHOW,2019,TV-MA,74,"['drama', 'crime', 'history']",['US'],1,tt7137906,8.9,116560,20.965,8.2
tm414584,Rambo: Last Blood,MOVIE,2019,R,101,"['drama', 'action', 'crime', 'thriller', 'western']","['US', 'CN']",,tt1206885,6.1,96740,88.199,6.5
ts221200,The Haunting of Bly Manor,SHOW,2020,TV-MA,55,"['thriller', 'drama', 'scifi', 'horror']",['US'],1,tt10970552,7.3,99047,29.636,7.8
tm817504,1BR,MOVIE,2019,,90,"['thriller', 'drama', 'horror']",['US'],,tt7541106,5.8,12397,15.943,6.1
tm412937,Trading Paint,MOVIE,2019,R,87,"['drama', 'thriller', 'action', 'sport', 'european']","['GB', 'US']",,tt7052494,4.4,1996,8.786,5.6
ts237107,Sweet Magnolias,SHOW,2020,TV-14,50,"['drama', 'romance']",['US'],2,tt9077540,7.3,17689,17.137,7.9
tm456156,Sweetheart,MOVIE,2019,PG-13,82,"['horror', 'thriller', 'drama', 'fantasy', 'scifi']",['US'],,tt6560164,5.8,8191,12.174,6.5
tm943790,Summerland,MOVIE,2020,PG,102,"['romance', 'war', 'drama']",['GB'],,tt6841122,7,6827,9.77,7.6
tm239927,Official Secrets,MOVIE,2019,R,112,"['drama', 'thriller', 'history', 'crime', 'war', 'romance']","['GB', 'US']",,tt5431890,7.3,46901,13.217,7.249
ts89210,Warrior Nun,SHOW,2020,TV-MA,43,"['action', 'drama', 'scifi', 'fantasy']",['US'],2,tt9059350,6.8,30243,45.891,7.9
tm919961,Pieces of a Woman,MOVIE,2020,R,127,['drama'],"['CA', 'HU', 'US']",,tt11161474,7,48664,10.502,7.098
tm427335,Freaks,MOVIE,2019,R,105,"['scifi', 'thriller', 'drama']","['US', 'CA']",,tt8781414,6.7,35021,56.909,6.8
tm431321,21 Bridges,MOVIE,2019,R,99,"['action', 'drama', 'crime', 'thriller']",['US'],,tt8688634,6.6,65845,29.285,6.7
tm417553,6 Underground,MOVIE,2019,R,128,"['thriller', 'comedy', 'action']",['US'],,tt8106534,6.1,172083,68.45,6.327
tm821789,Mank,MOVIE,2020,R,131,"['comedy', 'drama']",['US'],,tt10618286,6.8,72295,13.068,6.8
tm834851,I Care a Lot,MOVIE,2020,R,118,"['drama', 'thriller', 'comedy', 'crime']","['GB', 'US']",,tt9893250,6.3,129321,30.192,6.6
ts223210,Don't F**k with Cats: Hunting an Internet Killer,SHOW,2019,TV-MA,62,"['documentation', 'crime']",['GB'],1,tt11318602,8,51559,13.548,7.7
ts223548,The Midnight Gospel,SHOW,2020,TV-MA,26,"['comedy', 'animation', 'scifi', 'thriller']",['US'],1,,,,27.366,8.3
tm827648,El Camino: A Breaking Bad Movie,MOVIE,2019,R,123,"['crime', 'drama', 'thriller', 'action']",['US'],,tt9243946,7.3,216847,42.566,6.91
tm460948,Always Be My Maybe,MOVIE,2019,PG-13,102,"['romance', 'comedy']",['US'],,tt7374948,6.8,55686,11.434,6.6
ts107724,The Defeated,SHOW,2020,TV-MA,55,"['history', 'thriller', 'drama']",['DE'],1,tt8879894,7,5902,7.002,6.846
tm847085,The Social Dilemma,MOVIE,2020,PG-13,94,"['drama', 'documentation']",['US'],,tt11464826,7.6,80916,20.38,7.5
tm494295,Straight Up,MOVIE,2019,,95,"['comedy', 'romance']",['US'],,tt8855960,6.8,2445,6.099,6.9
tm916405,The Outpost,MOVIE,2020,R,123,"['history', 'action', 'war', 'drama']","['BG', 'US']",,tt3833480,6.8,32952,31.294,6.9
tm823545,Disappearance at Clifton Hill,MOVIE,2020,,100,"['thriller', 'drama']",['CA'],,tt5919756,5.4,3612,5.746,5.4
